Block Name,Category,District Name,HealthBlock ID,HFI,Highlight,Hyper Link,Latitude,Longitude,Nin 2 Hfi,Operational Date,Progressive Date,Quarter of Operational Date,State Name1,Taluka ID,DistrictProgressColor,HFI,Geometry (generated),Latitude (generated),Longitude (generated),test,breastcancer,diabetes,footfall,Hypertension, Oralcancer 
Jand Sahib,SHC,,40648,Araiyan Wala Kalan,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1551257817,30.72968422,74.70568026,1551257817,04/03/21,04/03/21,Q1,,0,,Araiyan Wala Kalan,,30.72968422,74.70568026,,5,11,"3,631",41,31
Jand Sahib,SHC,,40648,Behlewala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3641826874,30.6732283,74.5977679,3641826874,07/01/21,07/01/21,Q1,,0,,Behlewala,,30.6732283,74.5977679,,176,290,"3,318",286,284
Jand Sahib,SHC,,40648,Bhagthala Kalan,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4433586544,30.6636075,74.7423022,4433586544,14/07/20,14/07/20,Q3,,0,,Bhagthala Kalan,,30.6636075,74.7423022,,546,226,"4,204",565,865
Jand Sahib,SHC,,40648,Bhana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8666266476,30.7128794,74.8332521,8666266476,31/12/19,31/12/19,Q4,,0,,Bhana,,30.7128794,74.8332521,,745,"1,268","5,739","1,268","1,268"
Jand Sahib,SHC,,40648,Chand Baja,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8148462271,30.7438315,74.8706623,8148462271,14/07/20,14/07/20,Q3,,0,,Chand Baja,,30.7438315,74.8706623,,1,127,"3,426",338,8
Jand Sahib,SHC,,40648,Deep Singh Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8653324478,30.74119565,74.483468,8653324478,30/06/19,30/06/19,Q2,,0,,Deep Singh Wala,,30.74119565,74.483468,,"1,110","2,159","6,278","2,159","2,159"
Jand Sahib,SHC,,40648,Dhilwan Khurd,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8254624474,30.7418337,74.6042673,8254624474,14/07/20,14/07/20,Q3,,0,,Dhilwan Khurd,,30.7418337,74.6042673,,270,864,"5,943",950,268
Jand Sahib,SHC,,40648,Dod,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3574765685,30.7618837,74.6179003,3574765685,14/07/20,14/07/20,Q3,,0,,Dod,,30.7618837,74.6179003,,260,420,"3,028",420,420
Jand Sahib,SHC,,40648,Golewala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/2582868812,30.78401505,74.70339655,2582868812,20/04/21,20/04/21,Q2,,0,,Golewala,,30.78401505,74.70339655,,0,19,"3,837",112,0
Jand Sahib,SHC,,40648,Hassan Bhatti,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/2385278375,30.8104225,74.74011871,2385278375,30/06/19,30/06/19,Q2,,0,,Hassan Bhatti,,30.8104225,74.74011871,,222,286,"6,173",384,439
Jand Sahib,SHC,,40648,Kameana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3155572559,30.6538034,74.7325794,3155572559,14/07/20,14/07/20,Q3,,0,,Kameana,,30.6538034,74.7325794,,531,644,"7,313",702,879
Jand Sahib,SHC,,40648,Machaki Kalan,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6848671142,30.6908753,74.6559066,6848671142,31/12/19,31/12/19,Q4,,0,,Machaki Kalan,,30.6908753,74.6559066,,284,489,"3,382",522,485
Jand Sahib,SHC,,40648,Mehmuana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7387285260,30.6930398,74.6457157,7387285260,30/11/19,30/11/19,Q4,,0,,Mehmuana,,30.6930398,74.6457157,,183,252,"3,225",278,278
Jand Sahib,SHC,,40648,Midduman,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5848183652,30.7213889,74.642422,5848183652,29/07/20,15/07/20,Q3,,0,,Midduman,,30.7213889,74.642422,,845,"1,297","4,035","1,297","1,297"
Jand Sahib,SHC,,40648,Pacca,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3556184889,30.7099107,74.8059169,3556184889,29/07/20,29/07/20,Q3,,0,,Pacca,,30.7099107,74.8059169,,0,485,"2,872",549,527
Jand Sahib,SHC,,40648,Pipli,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8667618543,30.6778303,74.7540887,8667618543,31/12/19,31/12/19,Q4,,0,,Pipli,,30.6778303,74.7540887,,143,256,"5,493",256,256
Jand Sahib,SHC,,40648,Sadhanwala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3768767133,30.8175618,74.6351024,3768767133,31/08/19,31/08/19,Q3,,0,,Sadhanwala,,30.8175618,74.6351024,,250,465,"7,067",465,465
Jand Sahib,SHC,,40648,Sukhanwala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6111728215,30.6365298,74.6489723,6111728215,31/12/19,31/12/19,Q4,,0,,Sukhanwala,,30.6365298,74.6489723,,164,218,"3,677",218,218
Jand Sahib,SHC,,40648,Tehana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1172262238,30.6710848,74.7406638,1172262238,31/12/19,31/12/19,Q4,,0,,Tehana,,30.6710848,74.7406638,,27,89,"2,106",122,4
Chanarthal Kalan,SHC,,40649,Barkatpur,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5744873166,30.6614468,76.2835724,5744873166,06/03/21,06/03/21,Q1,,0,,Barkatpur,,30.6614468,76.2835724,,321,415,"7,475",458,521
Chanarthal Kalan,SHC,,40649,Bhadal Thuha,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7434825365,30.6669519,76.2756086,7434825365,31/10/19,31/10/19,Q4,,0,,Bhadal Thuha,,30.6669519,76.2756086,,243,365,"5,717",369,466
Chanarthal Kalan,SHC,,40649,Bugga Kalan,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8856758522,30.5479822,76.125837,8856758522,06/03/21,06/03/21,Q1,,0,,Bugga Kalan,,30.5479822,76.125837,,195,"1,424","6,074","1,457","1,018"
Chanarthal Kalan,SHC,,40649,Chaleri Khurd,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3713638389,30.49950967,76.46220079,3713638389,12/03/21,12/03/21,Q1,,0,,Chaleri Khurd,,30.49950967,76.46220079,,35,368,"3,307",477,55
Chanarthal Kalan,SHC,,40649,Jhambala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4467776318,30.5416907,76.2878203,4467776318,08/03/21,08/03/21,Q1,,0,,Jhambala,,30.5416907,76.2878203,,388,576,"6,476",829,776
Chanarthal Kalan,SHC,,40649,Kaulgarh,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1188767766,30.61415779,76.16370581,1188767766,30/06/19,30/06/19,Q2,,0,,Kaulgarh,,30.61415779,76.16370581,,281,552,"6,459",529,552
Chanarthal Kalan,SHC,,40649,Khanian,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/2682474636,30.6277904,76.2064469,2682474636,30/03/20,30/03/20,Q1,,0,,Khanian,,30.6277904,76.2064469,,182,192,"2,498",401,221
Chanarthal Kalan,SHC,,40649,Kharora,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6472344818,30.5532736,76.4036978,6472344818,30/06/19,30/06/19,Q2,,0,,Kharora,,30.5532736,76.4036978,,759,513,"10,738","1,019","1,132"
Chanarthal Kalan,SHC,,40649,Nabipur,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5241535169,30.5799366,76.4322658,5241535169,06/05/21,06/05/21,Q2,,0,,Nabipur,,30.5799366,76.4322658,,93,170,"5,481",203,182
Chanarthal Kalan,SHC,,40649,Rurki,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7243144446,30.5212512,76.3479906,7243144446,31/10/19,31/10/19,Q4,,0,,Rurki,,30.5212512,76.3479906,,"1,124","1,497","10,852","1,704","1,719"
Chanarthal Kalan,SHC,,40649,Salana Jeevan Singh wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7863264540,30.6620006,76.2002001,7863264540,30/06/19,30/06/19,Q2,,0,,Salana Jeevan Singh wala,,30.6620006,76.2002001,,256,480,"8,404",885,140
Chanarthal Kalan,SHC,,40649,Sanipur,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8328157477,30.5945196,76.3617531,8328157477,31/10/19,31/10/19,Q4,,0,,Sanipur,,30.5945196,76.3617531,,882,594,"7,880",934,"1,194"
Chanarthal Kalan,SHC,,40649,Sonda Head,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7485425438,30.5940412,76.329175,7485425438,06/03/21,06/03/21,Q1,,0,,Sonda Head,,30.5940412,76.329175,,327,643,"7,752",805,561
Nandpur Kalaur,SHC,,40650,Ajner,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6713711155,30.7300608,76.297016,6713711155,30/03/20,30/03/20,Q1,,0,,Ajner,,30.7300608,76.297016,,94,"1,053","6,018","2,008",282
Nandpur Kalaur,SHC,,40650,Badali Ala Singh,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4847362235,30.6418938,76.5229536,4847362235,31/10/19,31/10/19,Q4,,0,,Badali Ala Singh,,30.6418938,76.5229536,,497,300,"12,770","1,483","1,356"
Nandpur Kalaur,SHC,,40650,Badali Mai KI,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4663676288,30.6015152,76.5731384,4663676288,30/03/20,30/03/20,Q1,,0,,Badali Mai KI,,30.6015152,76.5731384,,262,96,"7,015","1,525",785
Nandpur Kalaur,SHC,,40650,Badwala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6127686787,30.7369758,76.4901057,6127686787,31/10/19,31/10/19,Q4,,0,,Badwala,,30.7369758,76.4901057,,203,577,"11,814",937,688
Nandpur Kalaur,SHC,,40650,Barwali Khurd,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3265125561,30.7973632,76.3060137,3265125561,20/08/20,20/08/20,Q3,,0,,Barwali Khurd,,30.7973632,76.3060137,,192,"1,472","3,753","2,848","1,600"
Nandpur Kalaur,SHC,,40650,Bharri,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6684676411,30.74863326,76.30543806,6684676411,10/03/21,10/03/21,Q1,,0,,Bharri,,30.74863326,76.30543806,,649,"1,084","4,640","1,094","1,094"
Nandpur Kalaur,SHC,,40650,Brass,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5264174888,30.60377502,76.52571106,5264174888,05/03/21,05/03/21,Q1,,0,,Brass,,30.60377502,76.52571106,,0,610,"3,355",642,610
Nandpur Kalaur,SHC,,40650,Chunni Kalan,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7466364754,30.6588301,76.5665801,7466364754,30/06/19,30/06/19,Q2,,0,,Chunni Kalan,,30.6588301,76.5665801,,409,612,"8,339",761,753
Nandpur Kalaur,SHC,,40650,Damheri,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4776666754,30.6983769,76.3649308,4776666754,30/03/20,30/03/20,Q1,,0,,Damheri,,30.6983769,76.3649308,,30,"1,771","9,753","1,769","1,226"
Nandpur Kalaur,SHC,,40650,Dhunda,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4545728851,30.7626837,76.3736767,4545728851,30/03/20,30/03/20,Q1,,0,,Dhunda,,30.7626837,76.3736767,,78,610,"3,599",731,320
Nandpur Kalaur,SHC,,40650,Ghumandgarh,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1171575564,30.6921245,76.4159936,1171575564,20/08/20,20/08/20,Q3,,0,,Ghumandgarh,,30.6921245,76.4159936,,1,620,"3,201","1,458",701
Nandpur Kalaur,SHC,,40650,Jhampur,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/2371367885,30.6210422,76.5984861,2371367885,30/03/20,30/03/20,Q1,,0,,Jhampur,,30.6210422,76.5984861,,401,479,"10,495",970,865
Nandpur Kalaur,SHC,,40650,Kalour,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1544368747,30.70779484,76.50448993,1544368747,30/03/20,30/03/20,Q1,,0,,Kalour,,30.70779484,76.50448993,,359,467,"8,364",659,583
Nandpur Kalaur,SHC,,40650,Kotla Bhai Ka,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6475487523,30.6033637,76.4069527,6475487523,31/10/19,31/10/19,Q4,,0,,Kotla Bhai Ka,,30.6033637,76.4069527,,454,"1,209","6,556","1,399","3,891"
Nandpur Kalaur,SHC,,40650,Mahadian,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1765758782,30.7226887,76.6388396,1765758782,05/03/21,05/03/21,Q1,,0,,Mahadian,,30.7226887,76.6388396,,994,"1,633","8,369","1,640","1,632"
Nandpur Kalaur,SHC,,40650,Pamour,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8261434388,30.6849608,76.5822349,8261434388,30/03/20,30/03/20,Q1,,0,,Pamour,,30.6849608,76.5822349,,22,197,"12,617",573,230
Nandpur Kalaur,SHC,,40650,Pawala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6762676770,30.6297993,76.6046249,6762676770,30/03/20,30/03/20,Q1,,0,,Pawala,,30.6297993,76.6046249,,69,330,"6,270",524,301
Nandpur Kalaur,SHC,,40650,Rajindergarh,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5878332815,30.5519778,76.4850458,5878332815,13/03/21,13/03/21,Q1,,0,,Rajindergarh,,30.5519778,76.4850458,,0,965,"6,150",965,745
Nandpur Kalaur,SHC,,40650,Randhawa,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5211454169,30.6012016,76.4398587,5211454169,13/03/21,13/03/21,Q1,,0,,Randhawa,,30.6012016,76.4398587,,198,477,"5,455",458,371
Nandpur Kalaur,SHC,,40650,Raya,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1222736512,30.7737142,76.3219375,1222736512,13/03/21,13/03/21,Q1,,0,,Raya,,30.7737142,76.3219375,,425,"1,015","3,292","1,110","1,030"
Nandpur Kalaur,SHC,,40650,Rupalheri,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4634573432,30.6829327,76.5359979,4634573432,31/10/19,31/10/19,Q4,,0,,Rupalheri,,30.6829327,76.5359979,,436,473,"7,959",967,"1,342"
Nandpur Kalaur,SHC,,40650,Talania Rural,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/2276783376,30.6825258,76.3588445,2276783376,31/10/19,31/10/19,Q4,,0,,Talania Rural,,30.6825258,76.3588445,,9,585,"8,254","1,046",14﻿
,UPHC,,0,UPHC Dhobhi Ghat,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1115176370,30.3998245,74.0195463,1115176370,30/06/19,30/06/19,Q2,,237,,UPHC Dhobhi Ghat,,30.3998245,74.0195463,,0,578,"8,969",828,0
Dhabwala Kalan,PHC,,40651,PHC Karni Khera,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5721432119,30.3931921,74.0101899,5721432119,30/06/19,30/06/19,Q2,,0,,PHC Karni Khera,,30.3931921,74.0101899,,0,35,"9,227",40,0
Dhabwala Kalan,SHC,,40651,Arni Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6634611112,30.3481508,74.2570082,6634611112,30/11/19,30/11/19,Q4,,0,,Arni Wala,,30.3481508,74.2570082,,"4,248","4,140","18,047","6,601","5,743"
Dhabwala Kalan,SHC,,40651,Asif Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4187232873,30.3666197,73.956004,4187232873,31/12/19,31/12/19,Q4,,0,,Asif Wala,,30.3666197,73.956004,,0,686,"5,423","1,152",474
Dhabwala Kalan,SHC,,40651,Behak Khas,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1222166728,30.4649284,74.0551648,1222166728,28/07/20,28/07/20,Q3,,0,,Behak Khas,,30.4649284,74.0551648,,3,405,"2,993",894,1
Dhabwala Kalan,SHC,,40651,Chak Ban Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4532481845,30.3906592,74.112067,4532481845,30/11/19,30/11/19,Q4,,0,,Chak Ban Wala,,30.3906592,74.112067,,200,"1,262","2,732","1,383",795
Dhabwala Kalan,SHC,,40651,Chouarian Wali,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4482537570,30.3948604,74.0922449,4482537570,29/10/21,29/10/21,Q4,,0,,Chouarian Wali,,30.3948604,74.0922449,,57,426,"5,240",662,298
Dhabwala Kalan,SHC,,40651,Churi Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7253418847,30.3388978,73.9391049,7253418847,24/08/21,24/08/21,Q3,,0,,Churi Wala,,30.3388978,73.9391049,,0,699,"1,848","1,068",33
Dhabwala Kalan,SHC,,40651,Ghuriana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/2588834552,30.338082,74.2553328,2588834552,30/11/19,30/11/19,Q4,,0,,Ghuriana,,30.338082,74.2553328,,22,"1,197","6,249","3,257",4
Dhabwala Kalan,SHC,,40651,Islam Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5531765518,30.3982176,74.206704,5531765518,30/09/19,30/09/19,Q3,,0,,Islam Wala,,30.3982176,74.206704,,246,814,"5,549","1,176",415
Dhabwala Kalan,SHC,,40651,Jand Wala Kharta,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8168352485,30.2829688,74.0052236,8168352485,30/11/19,30/11/19,Q4,,0,,Jand Wala Kharta,,30.2829688,74.0052236,,0,737,"4,558","1,198",76
Dhabwala Kalan,SHC,,40651,Jhoke Dippu Lana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4823781457,30.4713345,74.1344905,4823781457,03/03/21,03/03/21,Q1,,0,,Jhoke Dippu Lana,,30.4713345,74.1344905,,5,166,"1,445",732,5
Dhabwala Kalan,SHC,,40651,Jhottian Wali,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7648353758,30.3785243,74.2512011,7648353758,28/07/20,28/07/20,Q3,,0,,Jhottian Wali,,30.3785243,74.2512011,,39,672,"5,903","2,193",2
Dhabwala Kalan,SHC,,40651,Kandh Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6243844351,30.3177378,74.2034415,6243844351,26/08/20,26/08/20,Q3,,0,,Kandh Wala,,30.3177378,74.2034415,,347,418,"5,560","3,457","1,611"
Dhabwala Kalan,SHC,,40651,Koharian Wali,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8563286858,30.2862447,74.2357237,8563286858,28/07/20,28/07/20,Q3,,0,,Koharian Wali,,30.2862447,74.2357237,,0,537,"4,386",803,0
Dhabwala Kalan,SHC,,40651,Lallo Wali,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8836355589,30.4443527,74.0732843,8836355589,30/11/19,30/11/19,Q4,,0,,Lallo Wali,,30.4443527,74.0732843,,318,"1,435","5,051","1,456","1,412"
Dhabwala Kalan,SHC,,40651,Mouzam,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3746383532,30.4389379,73.9931035,3746383532,28/07/20,28/07/20,Q3,,0,,Mouzam,,30.4389379,73.9931035,,36,301,"3,966","1,119",29
Dhabwala Kalan,SHC,,40651,Rampura,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7333667280,30.3792211,74.0433741,7333667280,30/06/19,30/06/19,Q2,,0,,Rampura,,30.3792211,74.0433741,,150,631,"6,929","1,515",202
Dhabwala Kalan,SHC,,40651,Rana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5843684134,30.4491668,74.0496572,5843684134,30/11/19,30/11/19,Q4,,0,,Rana,,30.4491668,74.0496572,,7,165,"1,969",799,11
Dhabwala Kalan,SHC,,40651,Sajrana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5314521658,30.326653,74.0995867,5314521658,28/07/20,28/07/20,Q3,,0,,Sajrana,,30.326653,74.0995867,,0,342,"5,391","1,202","1,243"
Jandwala Bhimeshah,SHC,,40652,Fallian Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/3127776783,30.5845119,74.2731346,3127776783,30/11/19,30/11/19,Q4,,0,,Fallian Wala,,30.5845119,74.2731346,,357,9,"3,463",779,505
Jandwala Bhimeshah,SHC,,40652,Noor Sanband,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/2685687184,30.4835281,74.0834345,2685687184,04/03/21,04/03/21,Q1,,0,,Noor Sanband,,30.4835281,74.0834345,,98,30,"2,264",442,413
Jandwala Bhimeshah,SHC,,40652,Pakkan,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6876137289,30.3471023,74.2602268,6876137289,04/03/21,04/03/21,Q1,,0,,Pakkan,,30.3471023,74.2602268,,158,29,"3,727",333,227
Jandwala Bhimeshah,SHC,,40652,Sarrian,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5331821123,30.4815347,74.2085777,5331821123,04/03/21,04/03/21,Q1,,0,,Sarrian,,30.4815347,74.2085777,,222,36,"2,350",458,450
Khui Khera,PHC,,40653,PHC Kaler Khera,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1114755620,30.0373109,73.9534325,1114755620,30/06/19,30/06/19,Q2,,0,,PHC Kaler Khera,,30.0373109,73.9534325,,0,166,"3,542",161,0
Khui Khera,PHC,,40653,PHC Kheowali Dhab,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8663682188,30.2451669,74.0088962,8663682188,30/06/19,30/06/19,Q2,,0,,PHC Kheowali Dhab,,30.2451669,74.0088962,,0,222,"2,820",248,0
Khui Khera,PHC,,40653,PHC Killian Wali,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6584121112,30.1502012,74.1153705,6584121112,30/06/19,30/06/19,Q2,,0,,PHC Killian Wali,,30.1502012,74.1153705,,0,144,"3,517",145,0
Khui Khera,PHC,,40653,PHC Mauj Garh,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6433266845,30.0753023,74.004489,6433266845,30/06/19,30/06/19,Q2,,0,,PHC Mauj Garh,,30.0753023,74.004489,,0,66,"1,572",90,0
Khui Khera,PHC,,40653,PHC Panj Kosi,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4556526111,30.1589672,74.0584692,4556526111,30/06/19,30/06/19,Q2,,0,,PHC Panj Kosi,,30.1589672,74.0584692,,0,404,"4,146","1,009",0
Khui Khera,PHC,,40653,PHC Panniwala Mahala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5368554845,30.0080248,73.9497589,5368554845,30/06/19,30/06/19,Q2,,0,,PHC Panniwala Mahala,,30.0080248,73.9497589,,0,269,"4,361",313,0
Khui Khera,SHC,,40653,Acchariki,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5261455520,30.00378789,73.98978683,5261455520,30/06/19,30/06/19,Q2,,0,,Acchariki,,30.00378789,73.98978683,,2,"1,781","6,652","2,277",292
Khui Khera,SHC,,40653,Alamgarh,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5553265165,30.1280835,74.1583103,5553265165,30/11/19,30/11/19,Q4,,0,,Alamgarh,,30.1280835,74.1583103,,541,"1,812","7,506","2,613",712
Khui Khera,SHC,,40653,Azam Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8681274273,30.2558221,74.0691166,8681274273,22/05/20,22/05/20,Q2,,0,,Azam Wala,,30.2558221,74.0691166,,0,"1,109","4,481","1,979",0
Khui Khera,SHC,,40653,Bakain Wala,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7578645637,30.1464138,73.9559416,7578645637,31/12/19,31/12/19,Q4,,0,,Bakain Wala,,30.1464138,73.9559416,,0,"2,214","4,764","2,682",1
Khui Khera,SHC,,40653,Bareka,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5785586370,30.2181325,73.9920017,5785586370,21/05/20,21/05/20,Q2,,0,,Bareka,,30.2181325,73.9920017,,0,301,"6,365","2,093",3
Khui Khera,SHC,,40653,Began Wali,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/2567456880,30.3381506,74.0818035,2567456880,21/04/20,21/04/20,Q2,,0,,Began Wali,,30.3381506,74.0818035,,826,610,"5,103","1,943","1,180"
Khui Khera,SHC,,40653,Churiwala Dhana,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7265818778,30.2098287,74.1116999,7265818778,21/04/20,21/04/20,Q2,,0,,Churiwala Dhana,,30.2098287,74.1116999,,1,"1,089","4,023","2,565",165
Khui Khera,SHC,,40653,Danger Khera,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/6523828777,30.2096081,74.1665288,6523828777,21/04/20,21/04/20,Q2,,0,,Danger Khera,,30.2096081,74.1665288,,0,"1,176","5,462","1,542",235
Khui Khera,SHC,,40653,Diwan Khera,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4763665686,30.1101555,74.0077944,4763665686,30/11/19,30/11/19,Q4,,0,,Diwan Khera,,30.1101555,74.0077944,,0,"1,255","3,483","1,956",8
Khui Khera,SHC,,40653,Ghallu,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4788837880,30.2534417,74.1263816,4788837880,21/04/20,21/04/20,Q2,,0,,Ghallu,,30.2534417,74.1263816,,37,"1,198","4,454","2,574",873
Khui Khera,SHC,,40653,Giddran Wali,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/8126684763,30.0751791,74.0063254,8126684763,30/06/19,30/06/19,Q2,,0,,Giddran Wali,,30.0751791,74.0063254,,45,192,"5,859","1,820",28
Khui Khera,SHC,,40653,Gumjal,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/4656551217,29.9302664,73.8623514,4656551217,30/06/19,30/06/19,Q2,,0,,Gumjal,,29.9302664,73.8623514,,18,219,"2,807","1,324",130
Khui Khera,SHC,,40653,Haripura,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/1161812811,30.1331301,74.045847,1161812811,30/06/19,30/06/19,Q2,,0,,Haripura,,30.1331301,74.045847,,14,"1,801","7,100","3,071",29
Khui Khera,SHC,,40653,Jandwala Hanwanta,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7644276185,30.03852393,73.99759591,7644276185,30/11/19,30/11/19,Q4,,0,,Jandwala Hanwanta,,30.03852393,73.99759591,,16,"1,263","6,762","3,229",201
Khui Khera,SHC,,40653,Jandwala Mira Sangla,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/5461821117,30.2106535,74.0243547,5461821117,31/12/19,31/12/19,Q4,,0,,Jandwala Mira Sangla,,30.2106535,74.0243547,,10,145,"2,914",760,508
Khui Khera,SHC,,40653,Kabool Shah,,https://ab-hwc.nhp.gov.in/Gallery/tableuphotoGallery/7882286615,30.29022582,74.05003547,7882286615,22/05/20,22/05/20,Q2,,0,,Kabool Shah,,30.29022582,74.05003547,,1,264,"4,227","1,330",3
